0 0 0 0 1.253314
0 0 0 4 0.3133285
0 0 0 12 0.1174982
0 0 0 24 0.04895758
0 0 1 2 0.3133285
0 0 1 8 0.1661675
0 0 1 17 0.08479702
0 0 1 32 0.04283789
0 0 2 1 0.3133285
0 0 2 7 0.1661675
0 0 2 18 0.08479702
0 0 2 31 0.04283789
0 0 3 5 0.1174982
0 0 3 13 0.08479702
0 0 3 25 0.05246548
0 0 4 0 0.3133285
0 0 4 4 0.2349964
0 0 4 12 0.1468728
0 0 4 24 0.08567577
0 0 5 3 0.1174982
0 0 5 11 0.08479702
0 0 5 23 0.05246548
0 0 6 9 0.04895758
0 0 6 19 0.04283789
0 0 6 34 0.03047969
0 0 7 2 0.1661675
0 0 7 8 0.1468728
0 0 7 17 0.1049310
0 0 7 32 0.06815466
0 0 8 1 0.1661675
0 0 8 7 0.1468728
0 0 8 18 0.1049310
0 0 8 31 0.06815466
0 0 9 6 0.04895758
0 0 9 16 0.04283789
0 0 9 29 0.03047969
0 0 10 14 0.02141894
0 0 10 26 0.02155240
0 0 11 5 0.08479702
0 0 11 13 0.08567577
0 0 11 25 0.06815466
0 0 12 0 0.1174982
0 0 12 4 0.1468728
0 0 12 12 0.1285137
0 0 12 24 0.09638524
0 0 13 3 0.08479702
0 0 13 11 0.08567577
0 0 13 23 0.06815466
0 0 14 10 0.02141894
0 0 14 22 0.02155240
0 0 15 20 0.009638524
0 0 15 33 0.01082101
0 0 16 9 0.04283789
0 0 16 19 0.04819262
0 0 16 34 0.04190957
0 0 17 1 0.08479702
0 0 17 7 0.1049310
0 0 17 18 0.09638524
0 0 17 31 0.07651606
0 0 18 2 0.08479702
0 0 18 8 0.1049310
0 0 18 17 0.09638524
0 0 18 32 0.07651606
0 0 19 6 0.04283789
0 0 19 16 0.04819262
0 0 19 29 0.04190957
0 0 20 15 0.009638524
0 0 20 30 0.01082101
0 0 21 27 0.004417657
0 0 22 14 0.02155240
0 0 22 26 0.02650594
0 0 23 5 0.05246548
0 0 23 13 0.06815466
0 0 23 25 0.06626485
0 0 24 0 0.04895758
0 0 24 4 0.08567577
0 0 24 12 0.09638524
0 0 24 24 0.08835314
0 0 25 3 0.05246548
0 0 25 11 0.06815466
0 0 25 23 0.06626485
0 0 26 10 0.02155240
0 0 26 22 0.02650594
0 0 27 21 0.004417657
0 0 28 35 0.002051055
0 0 29 9 0.03047969
0 0 29 19 0.04190957
0 0 29 34 0.04307216
0 0 30 20 0.01082101
0 0 30 33 0.01435739
0 0 31 2 0.04283789
0 0 31 8 0.06815466
0 0 31 17 0.07651606
0 0 31 32 0.07178693
0 0 32 1 0.04283789
0 0 32 7 0.06815466
0 0 32 18 0.07651606
0 0 32 31 0.07178693
0 0 33 15 0.01082101
0 0 33 30 0.01435739
0 0 34 6 0.03047969
0 0 34 16 0.04190957
0 0 34 29 0.04307216
0 0 35 28 0.002051055
0 1 0 1 0.9399856
0 1 0 7 0.2769459
0 1 0 18 0.1187158
0 1 0 31 0.05507728
0 1 1 0 0.3133285
0 1 1 4 -0.07833213
0 1 1 12 -0.08812365
0 1 1 24 -0.06119698
0 1 2 3 0.2769459
0 1 2 11 0.1678895
0 1 2 23 0.09539665
0 1 3 2 0.1661675
0 1 3 8 0.02937455
0 1 3 17 -0.01499014
0 1 3 32 -0.02271822
0 1 4 1 0.07833213
0 1 4 7 0.1246257
0 1 4 18 0.1059963
0 1 4 31 0.07496630
0 1 5 6 0.1187158
0 1 5 16 0.09539665
0 1 5 29 0.06452401
0 1 6 5 0.08479702
0 1 6 13 0.03671819
0 1 6 25 0.007572740
0 1 7 0 0.1661675
0 1 7 4 0.04154189
0 1 7 12 -0.02596368
0 1 7 24 -0.04543644
0 1 8 3 0.08812365
0 1 8 11 0.1059963
0 1 8 23 0.09181459
0 1 9 10 0.05507728
0 1 9 22 0.05268363
0 1 10 9 0.04283789
0 1 10 19 0.02677368
0 1 10 34 0.01142988
0 1 11 2 0.1199211
0 1 11 8 0.06359777
0 1 11 17 0.01514548
0 1 11 32 -0.009837278
0 1 12 1 -0.02937455
0 1 12 7 0.02596368
0 1 12 18 0.05564805
0 1 12 31 0.06024078
0 1 13 6 0.06119698
0 1 13 16 0.07496630
0 1 13 29 0.06857930
0 1 14 15 0.02634182
0 1 14 30 0.02859587
0 1 15 14 0.02155240
0 1 15 26 0.01686742
0 1 16 5 0.07419739
0 1 16 13 0.05354736
0 1 16 25 0.02555800
0 1 17 3 0.01499014
0 1 17 11 0.04543644
0 1 17 23 0.06024078
0 1 18 0 0.08479702
0 1 18 4 0.06359777
0 1 18 12 0.01854935
0 1 18 24 -0.01391201
0 1 19 10 0.03748315
0 1 19 22 0.04849289
0 1 20 21 0.01278846
0 1 21 20 0.01082101
0 1 21 33 0.009939728
0 1 22 9 0.04310479
0 1 22 19 0.03771669
0 1 22 34 0.02342816
0 1 23 2 0.07419739
0 1 23 8 0.06558185
0 1 23 17 0.03614447
